Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,hidden,скрытый,2022-08-08,T,0
2022-08-08,highway,шоссе,2022-08-08,T,0
2022-08-08,hilarious,весёлый,2022-08-08,T,0
2022-08-08,historian,историк,2022-08-08,T,0
2022-08-08,hollow,полый,2022-08-08,T,0
2022-08-08,holy,святой,2022-08-08,T,0
2022-08-08,homeless,бездомный,2022-08-08,T,0
2022-08-08,honesty,честность,2022-08-08,T,0
2022-08-08,honour,честь,2022-08-08,T,0
2022-08-08,hook,крюк,2022-08-08,T,0
2022-08-08,hopefully,с надеждой,2022-08-08,T,0
2022-08-08,household,домашнее хозяйство,2022-08-08,T,0
2022-08-08,housing,жилье,2022-08-08,T,0
2022-08-08,humorous,юмористический,2022-08-08,T,0
2022-08-08,humour,юмор,2022-08-08,T,0
2022-08-08,hunt,охотиться,2022-08-08,T,0
2022-08-08,hunting,охота,2022-08-08,T,0
2022-08-08,hurt,причинить боль,2022-08-08,T,0
2022-08-08,hypothesis,гипотеза,2022-08-08,T,0
2022-08-08,icon,значок,2022-08-08,T,0
2022-08-08,ideal,идеальный,2022-08-08,T,0
2022-08-08,identical,идентичный,2022-08-08,T,0
2022-08-08,illusion,иллюзия,2022-08-08,T,0
2022-08-08,illustrate,иллюстрировать,2022-08-08,T,0
2022-08-08,illustration,иллюстрация,2022-08-08,T,0
2022-08-08,imagination,воображение,2022-08-08,T,0
2022-08-08,immigration,иммиграция,2022-08-08,T,0
2022-08-08,immune,иммунный,2022-08-08,T,0
2022-08-08,implement,воплощать в жизнь,2022-08-08,T,0
2022-08-08,implication,импликация,2022-08-08,T,0
2022-08-08,imply,подразумевать,2022-08-08,T,0
2022-08-08,impose,облагать,2022-08-08,T,0
2022-08-08,impress,впечатление,2022-08-08,T,0
2022-08-08,impressed,впечатленный,2022-08-08,T,0
2022-08-08,incentive,стимул,2022-08-08,T,0
2022-08-08,inch,дюйм,2022-08-08,T,0
2022-08-08,incident,инцидент,2022-08-08,T,0
2022-08-08,incorporate,инкорпорировать,2022-08-08,T,0
2022-08-08,incorrect,некорректный,2022-08-08,T,0
2022-08-08,increasingly,все больше и больше,2022-08-08,T,0
2022-08-08,independence,независимость,2022-08-08,T,0
2022-08-08,index,индекс,2022-08-08,T,0
2022-08-08,indication,индикация,2022-08-08,T,0
2022-08-08,industrial,промышленный,2022-08-08,T,0
2022-08-08,inevitable,неизбежный,2022-08-08,T,0
2022-08-08,infection,инфекция,2022-08-08,T,0
2022-08-08,infer,делать вывод,2022-08-08,T,0
2022-08-08,info,информация,2022-08-08,T,0
2022-08-08,inform,сообщить,2022-08-08,T,0
2022-08-08,infrastructure,инфраструктура,2022-08-08,T,0
2022-08-08,inhabitant,житель,2022-08-08,T,0
2022-08-08,inherit,унаследовать,2022-08-08,T,0
2022-08-08,initial,начальный,2022-08-08,T,0
2022-08-08,initially,изначально,2022-08-08,T,0
2022-08-08,initiative,инициатива,2022-08-08,T,0
2022-08-08,inner,внутренний,2022-08-08,T,0
2022-08-08,innovation,инновация,2022-08-08,T,0
2022-08-08,innovative,инновационный,2022-08-08,T,0
2022-08-08,input,вход,2022-08-08,T,0
2022-08-08,insert,вставить,2022-08-08,T,0
2022-08-08,insight,в поле зрения,2022-08-08,T,0
2022-08-08,insist,настоять,2022-08-08,T,0
2022-08-08,inspector,инспектор,2022-08-08,T,0
2022-08-08,inspire,внушать,2022-08-08,T,0
2022-08-08,installation,монтаж,2022-08-08,T,0
2022-08-08,instance,пример,2022-08-08,T,0
2022-08-08,instant,мгновенный,2022-08-08,T,0
2022-08-08,instantly,немедленно,2022-08-08,T,0
2022-08-08,institute,институт,2022-08-08,T,0
2022-08-08,institution,учреждение,2022-08-08,T,0
2022-08-08,insurance,страхование,2022-08-08,T,0
2022-08-08,integrate,интегрировать,2022-08-08,T,0
2022-08-08,intellectual,интеллектуальный,2022-08-08,T,0
2022-08-08,intended,намеренный,2022-08-08,T,0
2022-08-08,intense,интенсивный,2022-08-08,T,0
2022-08-08,interact,взаимодействовать,2022-08-08,T,0
2022-08-08,interaction,взаимодействие,2022-08-08,T,0
2022-08-08,internal,внутренний,2022-08-08,T,0
2022-08-08,interpret,интерпретировать,2022-08-08,T,0
2022-08-08,interpretation,интерпретация,2022-08-08,T,0
2022-08-08,interrupt,прерывать,2022-08-08,T,0
2022-08-08,interval,интервал,2022-08-08,T,0
2022-08-08,invade,вторгаться,2022-08-08,T,0
2022-08-08,invasion,вторжение,2022-08-08,T,0
2022-08-08,investigation,расследование,2022-08-08,T,0
2022-08-08,investment,инвестиции,2022-08-08,T,0
2022-08-08,investor,инвестор,2022-08-08,T,0
2022-08-08,isolate,изолировать,2022-08-08,T,0
2022-08-08,isolated,изолированный,2022-08-08,T,0
2022-08-08,jet,реактивный самолет,2022-08-08,T,0
2022-08-08,joint,совместный,2022-08-08,T,0
2022-08-08,journalism,журналистика,2022-08-08,T,0
2022-08-08,joy,радость,2022-08-08,T,0
2022-08-08,judgement,суждение,2022-08-08,T,0
2022-08-08,junior,младший,2022-08-08,T,0
2022-08-08,jury,жюри,2022-08-08,T,0
2022-08-08,justice,справедливость,2022-08-08,T,0
2022-08-08,justify,оправдывать,2022-08-08,T,0
2022-08-08,kit,комплект,2022-08-08,T,0
2022-08-08,labour,труд,2022-08-08,T,0
2022-08-08,ladder,лестница,2022-08-08,T,0
2022-08-08,landing,посадка,2022-08-08,T,0
2022-08-08,landscape,пейзаж,2022-08-08,T,0
2022-08-08,lane,полоса дороги,2022-08-08,T,0
2022-08-08,largely,в основном,2022-08-08,T,0
2022-08-08,lately,недавно,2022-08-08,T,0
2022-08-08,launch,запустить,2022-08-08,T,0
2022-08-08,leaflet,листовка,2022-08-08,T,0
2022-08-08,league,лига,2022-08-08,T,0
2022-08-08,lean,опираться,2022-08-08,T,0
2022-08-08,legend,легенда,2022-08-08,T,0
2022-08-08,lens,объектив,2022-08-08,T,0
2022-08-08,licence,лицензия,2022-08-08,T,0
2022-08-08,lighting,освещение,2022-08-08,T,0
2022-08-08,likewise,также,2022-08-08,T,0
2022-08-08,limitation,ограничение,2022-08-08,T,0
2022-08-08,limited,ограниченный,2022-08-08,T,0
2022-08-08,literally,в прямом смысле,2022-08-08,T,0
2022-08-08,literary,литературный,2022-08-08,T,0
2022-08-08,litre,литр,2022-08-08,T,0
2022-08-08,litter,мусор,2022-08-08,T,0
2022-08-08,lively,оживленно,2022-08-08,T,0
2022-08-08,load,загрузка,2022-08-08,T,0
2022-08-08,loan,ссуда,2022-08-08,T,0
2022-08-08,logical,логический,2022-08-08,T,0
2022-08-08,logo,логотип,2022-08-08,T,0
2022-08-08,long-term,долгосрочный,2022-08-08,T,0
2022-08-08,loose,свободный,2022-08-08,T,0
2022-08-08,lord,господин,2022-08-08,T,0
2022-08-08,lottery,лотерея,2022-08-08,T,0
2022-08-08,loyal,лояльный,2022-08-08,T,0
2022-08-08,lyric,лирический,2022-08-08,T,0
2022-08-08,magnificent,великолепный,2022-08-08,T,0
2022-08-08,majority,большинство,2022-08-08,T,0
2022-08-08,make-up,составить,2022-08-08,T,0
2022-08-08,making,изготовление,2022-08-08,T,0
2022-08-08,manufacture,производить,2022-08-08,T,0
2022-08-08,manufacturing,производство,2022-08-08,T,0
2022-08-08,marathon,марафон,2022-08-08,T,0
2022-08-08,margin,край,2022-08-08,T,0
2022-08-08,marker,маркер,2022-08-08,T,0
2022-08-08,martial,воинственный,2022-08-08,T,0
2022-08-08,mass,масса,2022-08-08,T,0
2022-08-08,master,мастер,2022-08-08,T,0
2022-08-08,matching,согласование,2022-08-08,T,0
2022-08-08,mate,приятель,2022-08-08,T,0
2022-08-08,material,материал,2022-08-08,T,0
2022-08-08,maximum,максимальный,2022-08-08,T,0
2022-08-08,mayor,мэр,2022-08-08,T,0
2022-08-08,means,средства,2022-08-08,T,0
2022-08-08,measurement,измерение,2022-08-08,T,0
2022-08-08,mechanic,механик,2022-08-08,T,0
2022-08-08,mechanical,механический,2022-08-08,T,0
2022-08-08,mechanism,механизм,2022-08-08,T,0
2022-08-08,medal,медаль,2022-08-08,T,0
2022-08-08,medication,лечение,2022-08-08,T,0
2022-08-08,melt,таять,2022-08-08,T,0
2022-08-08,membership,членство,2022-08-08,T,0
2022-08-08,memorable,памятный,2022-08-08,T,0
2022-08-08,metaphor,метафора,2022-08-08,T,0
2022-08-08,miner,шахтер,2022-08-08,T,0
2022-08-08,mineral,минеральный,2022-08-08,T,0
2022-08-08,minimum,минимальный,2022-08-08,T,0
2022-08-08,minister,министр,2022-08-08,T,0
2022-08-08,minor,незначительный,2022-08-08,T,0
2022-08-08,minority,меньшинство,2022-08-08,T,0
2022-08-08,miserable,несчастный,2022-08-08,T,0
2022-08-08,mission,миссия,2022-08-08,T,0
2022-08-08,mixed,смешанный,2022-08-08,T,0
2022-08-08,mode,режим,2022-08-08,T,0
2022-08-08,modify,модифицировать,2022-08-08,T,0
2022-08-08,monitor,контролировать,2022-08-08,T,0
2022-08-08,monster,монстр,2022-08-08,T,0
2022-08-08,monthly,ежемесячно,2022-08-08,T,0
2022-08-08,monument,памятник,2022-08-08,T,0
2022-08-08,moral,моральный,2022-08-08,T,0
2022-08-08,moreover,более того,2022-08-08,T,0
2022-08-08,mortgage,ипотечный кредит,2022-08-08,T,0
2022-08-08,motion,движение,2022-08-08,T,0
2022-08-08,motivate,мотивировать,2022-08-08,T,0
2022-08-08,motivation,мотивация,2022-08-08,T,0
2022-08-08,motor,мотор,2022-08-08,T,0
2022-08-08,mount,восходить,2022-08-08,T,0
2022-08-08,moving,перемещение,2022-08-08,T,0
2022-08-08,multiple,множественный,2022-08-08,T,0
2022-08-08,multiply,умножать,2022-08-08,T,0
2022-08-08,mysterious,таинственный,2022-08-08,T,0
2022-08-08,myth,миф,2022-08-08,T,0
2022-08-08,naked,обнаженный,2022-08-08,T,0
2022-08-08,nasty,противный,2022-08-08,T,0
2022-08-08,navigation,навигация,2022-08-08,T,0
2022-08-08,nearby,поблизости,2022-08-08,T,0
2022-08-08,neat,аккуратный,2022-08-08,T,0
2022-08-08,necessity,необходимость,2022-08-08,T,0
2022-08-08,nerve,нерв,2022-08-08,T,0
2022-08-08,neutral,нейтральный,2022-08-08,T,0
2022-08-08,nevertheless,тем не менее,2022-08-08,T,0
2022-08-08,newly,вновь,2022-08-08,T,0
2022-08-08,nightmare,кошмарный сон,2022-08-08,T,0
2022-08-08,norm,норма,2022-08-08,T,0
2022-08-08,notebook,блокнот,2022-08-08,T,0
2022-08-08,notion,понятие,2022-08-08,T,0
2022-08-08,novelist,романист,2022-08-08,T,0
2022-08-08,nowadays,в настоящее время,2022-08-08,T,0
2022-08-08,numerous,многочисленный,2022-08-08,T,0
2022-08-08,nursing,уход за больными,2022-08-08,T,0
2022-08-08,nutrition,питание,2022-08-08,T,0
2022-08-08,obesity,ожирение,2022-08-08,T,0
2022-08-08,obey,подчиниться,2022-08-08,T,0
2022-08-08,object,возразить,2022-08-08,T,0
2022-08-08,objective,"задача, стремление",2022-08-08,T,0
2022-08-08,obligation,обязательство,2022-08-08,T,0
2022-08-08,observation,наблюдение,2022-08-08,T,0
2022-08-08,observer,наблюдатель,2022-08-08,T,0
2022-08-08,obstacle,препятствие,2022-08-08,T,0
2022-08-08,obtain,получать,2022-08-08,T,0
2022-08-08,occasionally,иногда,2022-08-08,T,0
2022-08-08,occupation,занятие,2022-08-08,T,0
2022-08-08,occupy,оккупировать,2022-08-08,T,0
2022-08-08,offence,преступление,2022-08-08,T,0
2022-08-08,offend,обижать,2022-08-08,T,0
2022-08-08,offender,правонарушитель,2022-08-08,T,0
2022-08-08,offensive,оскорбительный,2022-08-08,T,0
2022-08-08,ongoing,происходящий в настоящее время,2022-08-08,T,0
2022-08-08,opening,открытие,2022-08-08,T,0
2022-08-08,openly,открыто,2022-08-08,T,0
2022-08-08,operate,работать,2022-08-08,T,0
2022-08-08,operator,оператор,2022-08-08,T,0
2022-08-08,opponent,противник,2022-08-08,T,0
2022-08-08,oppose,выступать против,2022-08-08,T,0
2022-08-08,opposed,противоположный,2022-08-08,T,0
2022-08-08,opposition,оппозиция,2022-08-08,T,0
2022-08-08,orchestra,оркестр,2022-08-08,T,0
2022-08-08,organ,орган,2022-08-08,T,0
2022-08-08,organic,органический,2022-08-08,T,0
2022-08-08,origin,происхождение,2022-08-08,T,0
2022-08-08,otherwise,иначе,2022-08-08,T,0
2022-08-08,outcome,исход,2022-08-08,T,0
2022-08-08,outer,внешний,2022-08-08,T,0
2022-08-08,outfit,наряд,2022-08-08,T,0
2022-08-08,outline,контур,2022-08-08,T,0
2022-08-08,outstanding,выдающийся,2022-08-08,T,0
2022-08-08,overall,в общем и целом,2022-08-08,T,0
2022-08-08,overcome,преодолеть,2022-08-08,T,0
2022-08-08,overnight,за одну ночь,2022-08-08,T,0
2022-08-08,overseas,за границей,2022-08-08,T,0
2022-08-08,ownership,владение,2022-08-08,T,0
2022-08-08,oxygen,кислород,2022-08-08,T,0
2022-08-08,pace,темп,2022-08-08,T,0
2022-08-08,package,упаковывать,2022-08-08,T,0
2022-08-08,packet,пакет,2022-08-08,T,0
2022-08-08,panel,панель,2022-08-08,T,0
2022-08-08,parade,парад,2022-08-08,T,0
2022-08-08,parliament,парламент,2022-08-08,T,0
2022-08-08,part-time,"не полностью занятый, внештатный",2022-08-08,T,0
2022-08-08,participant,участник,2022-08-08,T,0
2022-08-08,participation,участие,2022-08-08,T,0
2022-08-08,partly,частично,2022-08-08,T,0
2022-08-08,partnership,партнерство,2022-08-08,T,0
2022-08-08,passage,прохождение,2022-08-08,T,0
2022-08-08,passionate,страстный,2022-08-08,T,0
2022-08-08,password,пароль,2022-08-08,T,0
2022-08-08,patience,терпение,2022-08-08,T,0
2022-08-08,patient,пациент,2022-08-08,T,0
2022-08-08,pause,пауза,2022-08-08,T,0
2022-08-08,peer,вглядываться,2022-08-08,T,0
2022-08-08,penalty,штраф,2022-08-08,T,0
2022-08-08,pension,пенсия,2022-08-08,T,0
2022-08-08,perception,восприятие,2022-08-08,T,0
2022-08-08,permanent,постоянный,2022-08-08,T,0
2022-08-08,permanently,постоянно,2022-08-08,T,0
2022-08-08,permit,разрешать,2022-08-08,T,0
2022-08-08,perspective,перспектива,2022-08-08,T,0
2022-08-08,phase,фаза,2022-08-08,T,0
2022-08-08,phenomenon,явление,2022-08-08,T,0
2022-08-08,philosophy,философия,2022-08-08,T,0
2022-08-08,pick,выбирать,2022-08-08,T,0
2022-08-08,picture,картина,2022-08-08,T,0
2022-08-08,pile,куча,2022-08-08,T,0
2022-08-08,pill,пилюля,2022-08-08,T,0
2022-08-08,pitch,шаг,2022-08-08,T,0
2022-08-08,pity,жалость,2022-08-08,T,0
2022-08-08,placement,размещение,2022-08-08,T,0
2022-08-08,plain,простой,2022-08-08,T,0
2022-08-08,plus,дополнительный,2022-08-08,T,0
2022-08-08,pointed,указанный,2022-08-08,T,0
2022-08-08,portion,часть,2022-08-08,T,0
2022-08-08,pose,позировать,2022-08-08,T,0
2022-08-08,position,позиция,2022-08-08,T,0
2022-08-08,possess,обладать,2022-08-08,T,0
2022-08-08,potential,потенциальный,2022-08-08,T,0
2022-08-08,potentially,потенциально,2022-08-08,T,0
2022-08-08,power,мощность,2022-08-08,T,0
2022-08-08,praise,хвалить,2022-08-08,T,0
2022-08-08,precede,предшествовать,2022-08-08,T,0
2022-08-08,precious,драгоценный,2022-08-08,T,0
2022-08-08,precise,точный,2022-08-08,T,0
2022-08-08,precisely,точно,2022-08-08,T,0
2022-08-08,predictable,предсказуемый,2022-08-08,T,0
2022-08-08,preference,предпочтение,2022-08-08,T,0
2022-08-08,pregnant,беременная,2022-08-08,T,0
2022-08-08,preparation,подготовка,2022-08-08,T,0
2022-08-08,presence,присутствие,2022-08-08,T,0
2022-08-08,preserve,сохранять,2022-08-08,T,0
2022-08-08,pride,гордость,2022-08-08,T,0
2022-08-08,primarily,прежде всего,2022-08-08,T,0
2022-08-08,prime,первоначальный,2022-08-08,T,0
2022-08-08,principal,главный,2022-08-08,T,0
2022-08-08,principle,принцип,2022-08-08,T,0
2022-08-08,print,распечатать,2022-08-08,T,0
2022-08-08,prior,предшествующий,2022-08-08,T,0
2022-08-08,priority,приоритет,2022-08-08,T,0
2022-08-08,probability,вероятность,2022-08-08,T,0
2022-08-08,probable,вероятный,2022-08-08,T,0
2022-08-08,procedure,процедура,2022-08-08,T,0
2022-08-08,proceed,продолжить,2022-08-08,T,0
2022-08-08,process,процесс,2022-08-08,T,0
2022-08-08,professional,профессиональный,2022-08-08,T,0
2022-08-08,programming,программирование,2022-08-08,T,0
2022-08-08,progress,прогресс,2022-08-08,T,0
2022-08-08,progressive,прогрессирующий,2022-08-08,T,0
2022-08-08,prohibit,запрещать,2022-08-08,T,0
2022-08-08,promising,многообещающий,2022-08-08,T,0
2022-08-08,prompt,незамедлительный,2022-08-08,T,0
2022-08-08,proof,доказательство,2022-08-08,T,0
2022-08-08,proportion,доля,2022-08-08,T,0
2022-08-08,proposal,предложение,2022-08-08,T,0
2022-08-08,propose,предложить,2022-08-08,T,0
2022-08-08,prospect,перспектива,2022-08-08,T,0
2022-08-08,protection,защита,2022-08-08,T,0
2022-08-08,protein,белок,2022-08-08,T,0
2022-08-08,protester,протестующий,2022-08-08,T,0
2022-08-08,psychological,психологический,2022-08-08,T,0
2022-08-08,psychologist,психолог,2022-08-08,T,0
2022-08-08,psychology,психология,2022-08-08,T,0
2022-08-08,publication,публикация,2022-08-08,T,0
2022-08-08,publicity,публичность,2022-08-08,T,0
2022-08-08,publishing,издательский,2022-08-08,T,0
2022-08-08,punk,панк,2022-08-08,T,0
2022-08-08,pupil,ученик,2022-08-08,T,0
2022-08-08,purchase,покупка,2022-08-08,T,0
2022-08-08,pure,чистый,2022-08-08,T,0
2022-08-08,purely,чисто,2022-08-08,T,0
2022-08-08,pursue,преследовать,2022-08-08,T,0
2022-08-08,pursuit,преследование,2022-08-08,T,0
2022-08-08,puzzle,головоломка,2022-08-08,T,0
2022-08-08,questionnaire,опросный лист,2022-08-08,T,0
2022-08-08,racial,расовый,2022-08-08,T,0
2022-08-08,racism,расизм,2022-08-08,T,0
2022-08-08,racist,расист,2022-08-08,T,0
2022-08-08,radiation,излучение,2022-08-08,T,0
2022-08-08,rail,рельс,2022-08-08,T,0
2022-08-08,random,случайный,2022-08-08,T,0
2022-08-08,rank,ранг,2022-08-08,T,0
2022-08-08,rapid,быстрый,2022-08-08,T,0
2022-08-08,rapidly,быстро,2022-08-08,T,0
2022-08-08,rate,темп,2022-08-08,T,0
2022-08-08,rating,рейтинг,2022-08-08,T,0
2022-08-08,raw,сырой,2022-08-08,T,0
2022-08-08,reach,достичь,2022-08-08,T,0
2022-08-08,realistic,реалистический,2022-08-08,T,0
2022-08-08,reasonable,разумный,2022-08-08,T,0
2022-08-08,reasonably,разумно,2022-08-08,T,0
2022-08-08,rebuild,перестраивать,2022-08-08,T,0
2022-08-08,receiver,получатель,2022-08-08,T,0
2022-08-08,recession,спад,2022-08-08,T,0
2022-08-08,reckon,рассчитывать,2022-08-08,T,0
2022-08-08,recognition,признание,2022-08-08,T,0
2022-08-08,recover,оправляться,2022-08-08,T,0
2022-08-08,recovery,восстановление,2022-08-08,T,0
2022-08-08,recruit,новобранец,2022-08-08,T,0
2022-08-08,recruitment,набор,2022-08-08,T,0
2022-08-08,reduction,сокращение,2022-08-08,T,0
2022-08-08,referee,судья,2022-08-08,T,0
2022-08-08,refugee,беженец,2022-08-08,T,0
2022-08-08,regard,принимать во внимание,2022-08-08,T,0
2022-08-08,regional,региональный,2022-08-08,T,0
2022-08-08,register,регистр,2022-08-08,T,0
2022-08-08,registration,регистрация,2022-08-08,T,0
2022-08-08,regret,сожалеть,2022-08-08,T,0
2022-08-08,regulate,регулировать,2022-08-08,T,0
2022-08-08,regulation,регулирование,2022-08-08,T,0
2022-08-08,reinforce,усиливать,2022-08-08,T,0
2022-08-08,relatively,относительно,2022-08-08,T,0
2022-08-08,relevant,соответствующий,2022-08-08,T,0
2022-08-08,relief,рельеф,2022-08-08,T,0
2022-08-08,relieve,освобождать,2022-08-08,T,0
2022-08-08,relieved,чувствующий облегчение,2022-08-08,T,0
2022-08-08,rely,полагаться,2022-08-08,T,0
2022-08-08,remark,замечание,2022-08-08,T,0
2022-08-08,remarkable,замечательный,2022-08-08,T,0
2022-08-08,remarkably,замечательно,2022-08-08,T,0
2022-08-08,reporting,составление отчетов,2022-08-08,T,0
2022-08-08,representative,представитель,2022-08-08,T,0
2022-08-08,reputation,репутация,2022-08-08,T,0
2022-08-08,requirement,требование,2022-08-08,T,0
2022-08-08,rescue,спасение,2022-08-08,T,0
2022-08-08,reserve,резерв,2022-08-08,T,0
2022-08-08,resident,резидент,2022-08-08,T,0
2022-08-08,resign,уходить в отставку,2022-08-08,T,0
2022-08-08,resist,оказывать сопротивление,2022-08-08,T,0
2022-08-08,resolution,решение,2022-08-08,T,0
2022-08-08,resolve,разрешить,2022-08-08,T,0
2022-08-08,resort,курорт,2022-08-08,T,0
2022-08-08,restore,восстановить,2022-08-08,T,0
2022-08-08,restrict,ограничивать,2022-08-08,T,0
2022-08-08,restriction,ограничение,2022-08-08,T,0
2022-08-08,retain,сохранить,2022-08-08,T,0
2022-08-08,retirement,отставка,2022-08-08,T,0
2022-08-08,reveal,раскрыть,2022-08-08,T,0
2022-08-08,revenue,доход,2022-08-08,T,0
2022-08-08,revision,пересмотр,2022-08-08,T,0
2022-08-08,revolution,революция,2022-08-08,T,0
2022-08-08,reward,вознаграждение,2022-08-08,T,0
2022-08-08,rhythm,ритм,2022-08-08,T,0
2022-08-08,rid,избавиться,2022-08-08,T,0
2022-08-08,ridiculous,нелепый,2022-08-08,T,0
2022-08-08,risky,рискованный,2022-08-08,T,0
2022-08-08,rival,соперник,2022-08-08,T,0
2022-08-08,rob,грабить,2022-08-08,T,0
2022-08-08,robbery,грабёж,2022-08-08,T,0
2022-08-08,rocket,ракета,2022-08-08,T,0
2022-08-08,romance,романс,2022-08-08,T,0
2022-08-08,root,корень,2022-08-08,T,0
2022-08-08,rose,роза,2022-08-08,T,0
2022-08-08,roughly,грубо,2022-08-08,T,0
2022-08-08,routine,рутинный,2022-08-08,T,0
2022-08-08,rub,тереть,2022-08-08,T,0
2022-08-08,rubber,резинка,2022-08-08,T,0
2022-08-08,ruin,разрушать,2022-08-08,T,0
2022-08-08,rural,сельский,2022-08-08,T,0
2022-08-08,rush,порыв,2022-08-08,T,0
2022-08-08,satellite,спутник,2022-08-08,T,0
2022-08-08,satisfaction,удовлетворение,2022-08-08,T,0
2022-08-08,satisfied,довольный,2022-08-08,T,0
2022-08-08,satisfy,удовлетворять,2022-08-08,T,0
2022-08-08,saving,экономия,2022-08-08,T,0
2022-08-08,scale,масштаб,2022-08-08,T,0
2022-08-08,scandal,скандал,2022-08-08,T,0
2022-08-08,scare,пугать,2022-08-08,T,0
2022-08-08,scenario,сценарий,2022-08-08,T,0
2022-08-08,schedule,график,2022-08-08,T,0
2022-08-08,scheme,схема,2022-08-08,T,0
2022-08-08,scholar,учёный,2022-08-08,T,0
2022-08-08,scholarship,стипендия,2022-08-08,T,0
2022-08-08,scratch,царапать,2022-08-08,T,0
2022-08-08,scream,орать,2022-08-08,T,0
2022-08-08,screening,"скрининг, просмотр",2022-08-08,T,0
2022-08-08,seat,сидеть,2022-08-08,T,0
2022-08-08,sector,сектор,2022-08-08,T,0
2022-08-08,secure,безопасный,2022-08-08,T,0
2022-08-08,seeker,ищущий,2022-08-08,T,0
2022-08-08,selection,выбор,2022-08-08,T,0
2022-08-08,seminar,семинар,2022-08-08,T,0
2022-08-08,senior,старший,2022-08-08,T,0
2022-08-08,sense,смысл,2022-08-08,T,0
2022-08-08,sequence,последовательность,2022-08-08,T,0
2022-08-08,session,сессия,2022-08-08,T,0
2022-08-08,settler,поселенец,2022-08-08,T,0
2022-08-08,severe,серьёзный,2022-08-08,T,0
2022-08-08,severely,строго,2022-08-08,T,0
2022-08-08,sexy,сексуальный,2022-08-08,T,0
2022-08-08,shade,оттенок,2022-08-08,T,0
2022-08-08,shadow,тень,2022-08-08,T,0
2022-08-08,shallow,мелкий,2022-08-08,T,0
2022-08-08,shame,позор,2022-08-08,T,0
2022-08-08,shaped,фасонный,2022-08-08,T,0
2022-08-08,shelter,укрытие,2022-08-08,T,0
2022-08-08,ship,корабль,2022-08-08,T,0
2022-08-08,shock,шок,2022-08-08,T,0
2022-08-08,shocked,шокированный,2022-08-08,T,0
2022-08-08,shocking,шокирующий,2022-08-08,T,0
2022-08-08,shooting,стрельба,2022-08-08,T,0
2022-08-08,shore,берег,2022-08-08,T,0
2022-08-08,short-term,краткосрочный,2022-08-08,T,0
2022-08-08,shortage,нехватка,2022-08-08,T,0
2022-08-08,shortly,вскоре,2022-08-08,T,0
2022-08-08,shot,выстрел,2022-08-08,T,0
2022-08-08,sibling,родной брат,2022-08-08,T,0
2022-08-08,significance,значимость,2022-08-08,T,0
2022-08-08,significantly,существенно,2022-08-08,T,0
2022-08-08,silence,тишина,2022-08-08,T,0
2022-08-08,silk,шелк,2022-08-08,T,0
2022-08-08,sincere,искренний,2022-08-08,T,0
2022-08-08,skilled,искусный,2022-08-08,T,0
2022-08-08,slight,незначительный,2022-08-08,T,0
2022-08-08,slip,поскальзываться,2022-08-08,T,0
2022-08-08,slogan,лозунг,2022-08-08,T,0
2022-08-08,slope,склон,2022-08-08,T,0
2022-08-08,so-called,так называемый,2022-08-08,T,0
2022-08-08,solar,солнечный,2022-08-08,T,0
2022-08-08,somehow,как-то,2022-08-08,T,0
2022-08-08,sometime,когда-нибудь,2022-08-08,T,0
2022-08-08,somewhat,в некотором роде,2022-08-08,T,0
2022-08-08,sophisticated,утонченный,2022-08-08,T,0
2022-08-08,spare,запасной,2022-08-08,T,0
2022-08-08,specialist,специалист,2022-08-08,T,0
2022-08-08,specialize,специализироваться,2022-08-08,T,0
2022-08-08,species,вид,2022-08-08,T,0
2022-08-08,specify,уточнить,2022-08-08,T,0
2022-08-08,spectacular,захватывающий,2022-08-08,T,0
2022-08-08,spectator,зритель,2022-08-08,T,0
2022-08-08,speculate,спекулировать,2022-08-08,T,0
2022-08-08,speculation,спекуляция,2022-08-08,T,0
2022-08-08,speed,скорость,2022-08-08,T,0
2022-08-08,spiritual,духовный,2022-08-08,T,0
2022-08-08,spite,озлобленность,2022-08-08,T,0
2022-08-08,split,трещина,2022-08-08,T,0
2022-08-08,spokesman,"представитель, докладчик",2022-08-08,T,0
2022-08-08,spokesperson,докладчик,2022-08-08,T,0
2022-08-08,spokeswoman,женщина-оратор,2022-08-08,T,0
2022-08-08,sponsor,спонсор,2022-08-08,T,0
2022-08-08,sponsorship,спонсорство,2022-08-08,T,0
2022-08-08,sporting,спортивный,2022-08-08,T,0
2022-08-08,stable,стабильный,2022-08-08,T,0
2022-08-08,stage,этап,2022-08-08,T,0
2022-08-08,stall,стойло,2022-08-08,T,0
2022-08-08,stance,позиция,2022-08-08,T,0
2022-08-08,stare,глазеть,2022-08-08,T,0
2022-08-08,starve,голодать,2022-08-08,T,0
2022-08-08,status,статус,2022-08-08,T,0
2022-08-08,steadily,устойчиво,2022-08-08,T,0
2022-08-08,steady,неуклонный,2022-08-08,T,0
2022-08-08,steam,пар,2022-08-08,T,0
2022-08-08,steel,сталь,2022-08-08,T,0
2022-08-08,steep,крутой,2022-08-08,T,0
2022-08-08,step,шаг,2022-08-08,T,0
2022-08-08,sticky,липкий,2022-08-08,T,0
2022-08-08,stiff,жесткий,2022-08-08,T,0
2022-08-08,stimulate,стимулировать,2022-08-08,T,0
2022-08-08,stock,склад,2022-08-08,T,0
2022-08-08,stream,поток,2022-08-08,T,0
